policy_id,insurer_id,policy_type_id,coverage_type_id,policy_year,start_date,end_date,premium_amount,policy_status
3938,1,5,5,2022,2024-05-15,2025-05-15,5045501,Expired
3939,4,5,7,2025,2023-03-11,2024-03-10,19347851,Expired
3940,5,4,3,2022,2025-05-25,2026-05-25,15254231,Active
3941,2,9,3,2024,2025-07-06,2026-07-06,9568228,Active
3942,6,1,1,2025,2024-07-04,2025-07-04,731538,Renewed
3943,4,6,7,2024,2025-07-29,2026-07-29,4976671,Renewed
3944,1,7,3,2025,2026-02-08,2027-02-08,10356722,Active
3945,3,10,3,2024,2024-04-13,2025-04-13,2465534,Renewed
3946,5,7,4,2024,2023-05-20,2024-05-19,4169294,Renewed
3947,6,3,5,2023,2022-05-08,2023-05-08,7869540,Active
3948,1,2,3,2024,2022-05-03,2023-05-03,1094114,Renewed
3949,2,6,4,2022,2022-08-14,2023-08-14,6830181,Renewed
3950,2,12,1,2023,2025-11-18,2026-11-18,7428292,Active
3951,3,7,3,2023,2022-08-21,2023-08-21,8467911,Renewed
3952,5,3,3,2022,2024-05-16,2025-05-16,17678999,Renewed
3953,6,10,4,2025,2023-10-11,2024-10-10,11056905,Expired
3954,1,8,3,2025,2022-05-13,2023-05-13,9821904,Active
3955,2,12,1,2024,2024-06-09,2025-06-09,7153817,Renewed
3956,1,6,1,2022,2025-06-09,2026-06-09,14092979,Active
3957,6,11,6,2025,2026-01-21,2027-01-21,6733605,Expired
3958,1,10,2,2024,2025-02-27,2026-02-27,8589495,Expired
3959,2,1,5,2025,2025-07-12,2026-07-12,1258803,Renewed
3960,5,12,1,2025,2022-07-05,2023-07-05,8530951,Active
3961,6,7,5,2023,2025-12-10,2026-12-10,2400849,Renewed
3962,2,12,5,2024,2024-08-20,2025-08-20,11704088,Active
3963,6,2,5,2024,2023-06-22,2024-06-21,1144236,Active
3964,1,12,3,2025,2022-07-05,2023-07-05,11757452,Renewed
3965,5,8,1,2025,2025-07-14,2026-07-14,11000488,Renewed
3966,6,12,5,2025,2023-03-20,2024-03-19,14557181,Renewed
3967,3,12,2,2022,2023-05-12,2024-05-11,9221194,Expired
3968,1,8,2,2022,2023-07-29,2024-07-28,2698815,Active
3969,3,10,1,2024,2025-11-28,2026-11-28,14342225,Renewed
3970,3,12,6,2023,2024-02-13,2025-02-12,4092144,Renewed
3971,6,7,5,2025,2023-12-21,2024-12-20,5935648,Renewed
3972,4,10,3,2024,2024-03-22,2025-03-22,9933226,Renewed
3973,6,2,6,2023,2023-03-07,2024-03-06,1922280,Renewed
3974,6,3,5,2025,2023-08-28,2024-08-27,1566455,Renewed
3975,5,12,6,2023,2026-04-20,2027-04-20,3421858,Expired
3976,2,3,1,2024,2023-02-08,2024-02-08,21270848,Active
3977,6,2,3,2023,2025-08-27,2026-08-27,2042680,Renewed
3978,1,12,3,2024,2025-03-08,2026-03-08,8665554,Expired
3979,5,8,2,2022,2026-02-17,2027-02-17,9656939,Active
3980,5,6,2,2024,2025-04-17,2026-04-17,2285305,Renewed
3981,2,7,2,2025,2024-09-18,2025-09-18,2798900,Renewed
3982,1,4,1,2023,2022-06-19,2023-06-19,17271581,Active
3983,2,1,3,2022,2025-07-14,2026-07-14,1692290,Expired
3984,4,2,7,2025,2024-07-07,2025-07-07,2093040,Renewed
3985,4,12,4,2025,2022-12-23,2023-12-23,12919226,Renewed
3986,3,1,2,2022,2022-07-02,2023-07-02,1052436,Renewed
3987,3,11,4,2024,2024-11-03,2025-11-03,10578966,Expired
3988,2,7,6,2023,2025-09-06,2026-09-06,9926858,Expired
3989,2,9,5,2023,2023-02-22,2024-02-22,10925003,Renewed
3990,5,10,2,2023,2025-12-02,2026-12-02,10785613,Renewed
3991,1,12,7,2025,2022-04-26,2023-04-26,9279408,Active
3992,1,6,4,2023,2023-03-16,2024-03-15,13054172,Expired
3993,2,12,2,2022,2024-08-23,2025-08-23,11629079,Renewed
3994,5,10,5,2024,2025-03-24,2026-03-24,11213013,Renewed
3995,2,7,3,2022,2023-01-10,2024-01-10,11101354,Expired
3996,2,4,6,2023,2022-12-02,2023-12-02,15756678,Renewed
3997,4,9,1,2025,2022-10-03,2023-10-03,8737151,Renewed
3998,5,1,7,2024,2023-04-07,2024-04-06,455658,Renewed
3999,4,7,4,2025,2024-02-29,2025-02-28,7206842,Renewed
4000,1,3,4,2022,2025-08-23,2026-08-23,5803920,Active
4001,1,3,7,2023,2023-12-11,2024-12-10,10442592,Expired
4002,4,8,3,2022,2025-08-27,2026-08-27,6547904,Expired
4003,4,2,2,2025,2024-05-01,2025-05-01,2112906,Expired
4004,2,7,3,2022,2022-11-08,2023-11-08,14312516,Active
4005,3,12,3,2025,2025-06-18,2026-06-18,10790588,Renewed
4006,4,2,7,2024,2024-03-08,2025-03-08,1338711,Renewed
4007,5,1,3,2024,2025-07-21,2026-07-21,839579,Expired
4008,2,9,7,2022,2025-10-30,2026-10-30,12203998,Renewed
4009,5,4,6,2022,2022-11-16,2023-11-16,15443127,Active
4010,4,11,6,2023,2023-12-31,2024-12-30,10777677,Active
4011,6,2,4,2023,2024-10-24,2025-10-24,1296694,Active
4012,4,10,1,2024,2025-09-10,2026-09-10,14637550,Renewed
4013,6,10,7,2024,2023-12-10,2024-12-09,14054183,Active
4014,1,9,5,2025,2023-11-02,2024-11-01,3176293,Renewed
4015,1,9,3,2022,2023-11-27,2024-11-26,10246300,Active
4016,5,1,4,2022,2025-11-18,2026-11-18,1833520,Renewed
4017,3,10,1,2025,2023-02-21,2024-02-21,7995188,Active
4018,3,1,3,2023,2022-07-11,2023-07-11,1466993,Expired
4019,3,7,4,2023,2025-07-13,2026-07-13,10456897,Expired
4020,3,4,6,2022,2024-03-21,2025-03-21,14748278,Expired
4021,5,8,5,2025,2025-10-29,2026-10-29,14817916,Expired
4022,2,7,1,2024,2025-05-21,2026-05-21,3787339,Renewed
4023,1,3,3,2023,2026-04-21,2027-04-21,2732640,Expired
4024,4,11,1,2022,2024-05-22,2025-05-22,9637696,Active
4025,3,11,5,2025,2023-02-05,2024-02-05,12367549,Renewed
4026,3,2,7,2024,2026-02-05,2027-02-05,2869162,Renewed
4027,1,4,4,2025,2024-09-26,2025-09-26,11826284,Active
4028,5,7,3,2022,2026-03-28,2027-03-28,6287733,Renewed
4029,2,3,7,2024,2025-08-01,2026-08-01,11025615,Active
4030,3,11,6,2022,2023-04-13,2024-04-12,7019930,Expired
4031,4,7,6,2023,2022-08-03,2023-08-03,14477775,Active
4032,5,8,7,2024,2022-08-07,2023-08-07,9455366,Expired
4033,4,3,1,2024,2023-06-23,2024-06-22,2784390,Active
4034,6,6,7,2024,2024-01-27,2025-01-26,8758482,Active
4035,5,11,4,2024,2022-09-27,2023-09-27,7307800,Expired
4036,2,2,7,2023,2025-12-11,2026-12-11,2717416,Expired
4037,6,1,1,2025,2025-07-23,2026-07-23,395520,Renewed
4038,3,3,4,2023,2024-03-04,2025-03-04,13825209,Active
4039,6,6,7,2023,2023-06-24,2024-06-23,12266718,Active
4040,3,1,6,2024,2023-11-08,2024-11-07,2061455,Expired
4041,2,10,7,2022,2023-12-27,2024-12-26,8954177,Active
4042,2,5,5,2022,2022-04-30,2023-04-30,12053909,Active
4043,1,4,7,2023,2024-09-08,2025-09-08,15920531,Renewed
4044,4,8,3,2022,2026-03-12,2027-03-12,3103838,Renewed
4045,3,1,4,2023,2026-01-03,2027-01-03,1634290,Expired
4046,1,6,2,2025,2025-07-10,2026-07-10,4120597,Expired
4047,6,5,7,2023,2024-11-25,2025-11-25,14972230,Expired
4048,4,3,5,2024,2024-11-24,2025-11-24,3086059,Active
4049,5,12,2,2023,2023-02-08,2024-02-08,3299108,Renewed
4050,5,3,4,2024,2023-02-13,2024-02-13,9829050,Expired
4051,3,9,6,2024,2023-10-06,2024-10-05,5906954,Renewed
4052,2,9,2,2025,2023-06-29,2024-06-28,8184843,Active
4053,6,12,3,2022,2026-01-20,2027-01-20,10628834,Active
4054,4,11,6,2024,2023-11-20,2024-11-19,10018179,Expired
4055,3,11,5,2023,2025-02-04,2026-02-04,8546898,Expired
4056,4,3,3,2024,2022-12-03,2023-12-03,16069060,Expired
4057,3,12,6,2022,2024-09-17,2025-09-17,4022706,Renewed
4058,2,4,4,2023,2024-03-04,2025-03-04,19126684,Expired
4059,4,9,5,2022,2025-06-27,2026-06-27,3712204,Renewed
4060,3,6,6,2025,2023-03-20,2024-03-19,11714645,Expired
4061,1,4,6,2024,2026-04-10,2027-04-10,16978759,Active
4062,3,1,7,2025,2025-10-12,2026-10-12,1546944,Renewed
4063,6,8,6,2024,2023-10-22,2024-10-21,3084123,Renewed
4064,1,2,7,2022,2024-06-09,2025-06-09,1325592,Renewed
4065,1,11,3,2025,2023-10-13,2024-10-12,2900824,Expired
4066,2,5,4,2025,2026-01-21,2027-01-21,19955211,Renewed
4067,1,8,7,2024,2025-09-11,2026-09-11,11920391,Renewed
4068,3,7,1,2022,2024-05-29,2025-05-29,14840304,Renewed
4069,1,10,1,2023,2023-06-08,2024-06-07,7770126,Renewed
4070,4,1,4,2023,2024-11-20,2025-11-20,1216746,Renewed
4071,2,5,6,2024,2022-07-12,2023-07-12,9921874,Renewed
4072,4,9,5,2024,2024-08-18,2025-08-18,6857972,Expired
4073,1,3,6,2023,2023-08-23,2024-08-22,1641696,Active
4074,2,10,4,2022,2026-02-12,2027-02-12,12899162,Expired
4075,5,6,5,2025,2025-02-14,2026-02-14,5170919,Active
4076,5,3,4,2024,2025-02-27,2026-02-27,11055704,Expired
4077,6,1,3,2025,2024-04-09,2025-04-09,996538,Expired
4078,3,2,2,2025,2022-08-17,2023-08-17,1514870,Expired
4079,3,4,7,2023,2023-08-05,2024-08-04,5163118,Active
4080,2,4,4,2022,2024-06-09,2025-06-09,6904179,Active
4081,3,1,1,2023,2023-01-29,2024-01-29,945600,Active
4082,4,4,6,2022,2026-01-14,2027-01-14,17405302,Expired
4083,2,5,7,2023,2024-12-29,2025-12-29,17332771,Renewed
4084,6,6,2,2024,2024-08-09,2025-08-09,10207299,Expired
4085,5,9,3,2025,2024-05-14,2025-05-14,13114780,Renewed
4086,5,8,4,2023,2022-10-22,2023-10-22,10112124,Expired
4087,5,12,6,2025,2022-11-28,2023-11-28,12598494,Expired
4088,5,4,6,2024,2023-12-31,2024-12-30,17068382,Expired
4089,4,7,3,2024,2022-12-13,2023-12-13,9633703,Expired
4090,6,3,4,2022,2023-05-19,2024-05-18,20806576,Active
4091,5,7,6,2024,2025-11-25,2026-11-25,8694789,Renewed
4092,5,3,1,2025,2024-01-15,2025-01-14,1615000,Expired
4093,1,3,5,2025,2025-11-12,2026-11-12,24104472,Expired
4094,2,11,6,2022,2024-03-13,2025-03-13,10188382,Active
4095,4,10,3,2024,2026-01-31,2027-01-31,6552341,Expired
4096,4,8,3,2022,2023-03-23,2024-03-22,8899949,Expired
4097,5,10,5,2022,2023-05-15,2024-05-14,6644541,Active
4098,5,9,7,2022,2024-09-16,2025-09-16,6643089,Expired
4099,2,3,5,2025,2024-05-27,2025-05-27,8887464,Expired
4100,2,2,2,2022,2025-08-20,2026-08-20,401276,Active
4101,6,6,3,2023,2023-12-15,2024-12-14,4699993,Expired
4102,6,3,5,2024,2024-02-07,2025-02-06,20304777,Expired
4103,3,2,1,2022,2023-11-02,2024-11-01,1676226,Expired
4104,2,5,3,2024,2025-11-29,2026-11-29,18414300,Active
4105,3,2,5,2024,2024-03-08,2025-03-08,1812396,Renewed
4106,3,11,6,2025,2026-03-25,2027-03-25,7051196,Active
4107,5,7,7,2023,2022-08-26,2023-08-26,10712965,Active
4108,1,9,2,2022,2022-07-02,2023-07-02,14125011,Renewed
4109,3,10,4,2025,2022-09-15,2023-09-15,10242765,Renewed
4110,2,2,4,2022,2023-07-12,2024-07-11,1129700,Renewed
4111,5,7,1,2023,2023-04-26,2024-04-25,2829010,Renewed
4112,4,10,1,2024,2024-10-03,2025-10-03,2547736,Expired
4113,5,12,7,2024,2025-07-28,2026-07-28,5430075,Active
4114,3,1,6,2025,2025-10-24,2026-10-24,1722136,Expired
4115,2,10,7,2024,2025-08-07,2026-08-07,8295533,Renewed
4116,5,7,1,2023,2025-05-05,2026-05-05,11081359,Renewed
4117,5,7,3,2024,2025-02-28,2026-02-28,10367514,Active
4118,4,1,5,2025,2022-09-17,2023-09-17,693660,Renewed
4119,6,3,7,2022,2024-02-12,2025-02-11,2854504,Expired
4120,4,4,2,2025,2024-11-03,2025-11-03,19967819,Renewed
4121,2,2,5,2025,2022-12-09,2023-12-09,2311155,Active
4122,3,12,5,2024,2022-06-08,2023-06-08,3557281,Active
4123,6,7,5,2025,2024-11-15,2025-11-15,12330069,Expired
4124,1,2,4,2023,2025-08-12,2026-08-12,1376221,Active
4125,4,3,1,2024,2022-08-02,2023-08-02,5727436,Renewed
4126,2,5,5,2022,2025-09-06,2026-09-06,7951129,Active
4127,6,4,4,2023,2022-07-11,2023-07-11,6292187,Expired
4128,4,3,2,2025,2022-07-15,2023-07-15,18801438,Renewed
4129,3,5,2,2022,2023-10-15,2024-10-14,16921301,Active
4130,3,4,4,2025,2024-10-27,2025-10-27,12305416,Active
4131,6,11,1,2023,2023-10-18,2024-10-17,14989785,Renewed
4132,1,5,5,2025,2024-07-06,2025-07-06,9970065,Renewed
4133,2,10,7,2025,2022-09-10,2023-09-10,12154240,Active
4134,1,1,5,2024,2022-06-12,2023-06-12,832503,Renewed
4135,1,8,2,2025,2024-11-25,2025-11-25,6594668,Expired
4136,5,10,6,2024,2024-09-21,2025-09-21,13138864,Renewed
4137,2,3,7,2022,2024-12-29,2025-12-29,17067033,Renewed
4138,1,5,6,2022,2023-10-18,2024-10-17,9568973,Expired
4139,5,12,7,2025,2023-09-28,2024-09-27,5480045,Active
4140,2,4,1,2023,2024-07-02,2025-07-02,6359513,Active
4141,1,4,5,2025,2024-01-24,2025-01-23,9655495,Expired
4142,3,4,6,2022,2024-05-03,2025-05-03,11593201,Expired
4143,4,7,5,2024,2023-02-05,2024-02-05,4586416,Renewed
4144,6,12,7,2023,2024-02-06,2025-02-05,13975709,Expired
4145,6,7,2,2024,2024-10-03,2025-10-03,3584121,Renewed
4146,1,2,1,2023,2024-03-20,2025-03-20,565692,Expired
4147,1,2,6,2023,2025-04-11,2026-04-11,297738,Expired
4148,2,2,3,2025,2022-09-05,2023-09-05,625872,Expired
4149,2,12,5,2024,2022-05-11,2023-05-11,4979523,Renewed
4150,2,1,4,2025,2022-10-02,2023-10-02,709652,Renewed
4151,6,10,1,2024,2022-10-18,2023-10-18,12117090,Renewed
4152,4,7,5,2022,2024-05-22,2025-05-22,13524423,Active
4153,3,12,3,2023,2024-11-24,2025-11-24,7250702,Renewed
4154,3,5,5,2022,2026-03-25,2027-03-25,8712519,Active
4155,6,6,4,2022,2022-05-10,2023-05-10,2218604,Active
4156,2,2,2,2025,2025-06-04,2026-06-04,2744999,Renewed
4157,5,8,3,2025,2022-08-16,2023-08-16,10188067,Active
4158,2,2,2,2024,2024-03-08,2025-03-08,1684955,Renewed
4159,3,1,4,2022,2025-10-11,2026-10-11,987690,Renewed
4160,3,2,5,2024,2024-12-01,2025-12-01,805904,Renewed
4161,3,2,7,2022,2023-03-20,2024-03-19,1796368,Active
4162,5,5,2,2022,2024-05-08,2025-05-08,12452647,Expired
4163,3,1,4,2022,2024-08-04,2025-08-04,3024515,Active
4164,6,7,3,2025,2024-02-29,2025-02-28,10427935,Renewed
4165,1,2,4,2024,2023-06-06,2024-06-05,1598290,Renewed
4166,6,5,1,2024,2025-05-20,2026-05-20,9872732,Active
4167,6,10,2,2022,2026-03-16,2027-03-16,14243915,Active
4168,3,12,1,2024,2024-05-24,2025-05-24,5997412,Active
4169,5,11,2,2023,2024-02-16,2025-02-15,8522764,Renewed
4170,5,7,3,2022,2024-10-23,2025-10-23,9880644,Renewed
4171,2,1,4,2024,2022-10-16,2023-10-16,920928,Active
4172,3,12,1,2024,2024-12-16,2025-12-16,3461239,Expired
4173,1,12,3,2025,2025-04-28,2026-04-28,14671530,Renewed
4174,6,12,7,2025,2025-05-08,2026-05-08,11419621,Active
4175,6,9,6,2024,2023-09-20,2024-09-19,7602657,Renewed
4176,2,9,2,2023,2022-11-02,2023-11-02,10275142,Active
4177,5,3,4,2023,2023-02-08,2024-02-08,9085610,Active
4178,3,10,3,2022,2023-09-11,2024-09-10,6431988,Active
4179,4,2,7,2022,2023-11-10,2024-11-09,1219707,Renewed
4180,6,2,4,2025,2022-05-26,2023-05-26,2147950,Active
4181,3,1,6,2022,2022-12-12,2023-12-12,1920510,Active
4182,1,12,6,2025,2024-09-07,2025-09-07,4995669,Expired
4183,1,2,4,2025,2022-05-26,2023-05-26,991515,Expired
4184,3,12,3,2024,2022-10-16,2023-10-16,13924922,Renewed
4185,2,2,4,2024,2022-12-19,2023-12-19,2305604,Renewed
4186,4,2,5,2022,2023-01-20,2024-01-20,422800,Renewed
4187,3,3,7,2024,2023-09-12,2024-09-11,2521385,Renewed
4188,6,7,2,2022,2023-10-23,2024-10-22,7445692,Expired
4189,4,1,5,2022,2023-04-05,2024-04-04,1529072,Expired
4190,3,4,2,2024,2024-12-23,2025-12-23,16204475,Expired
4191,3,4,3,2022,2023-12-21,2024-12-20,5371404,Active
4192,4,9,1,2024,2024-01-12,2025-01-11,2301571,Renewed
4193,3,9,6,2024,2026-04-02,2027-04-02,14311577,Active
4194,4,3,2,2022,2022-11-26,2023-11-26,15519175,Expired
4195,6,5,3,2022,2024-05-29,2025-05-29,6139259,Renewed
4196,4,9,1,2022,2024-04-17,2025-04-17,12727918,Renewed
4197,5,1,5,2023,2023-11-23,2024-11-22,1977066,Active
4198,1,9,3,2022,2023-06-13,2024-06-12,7313508,Renewed
4199,4,5,1,2022,2023-11-17,2024-11-16,14919296,Expired
4200,3,7,6,2025,2025-05-12,2026-05-12,7240931,Renewed
4201,3,3,3,2024,2023-03-14,2024-03-13,20994240,Active
4202,3,7,4,2025,2023-04-13,2024-04-12,5749428,Active
4203,1,11,1,2022,2022-07-25,2023-07-25,8633816,Renewed
4204,5,2,2,2024,2023-03-11,2024-03-10,1071984,Active
4205,2,9,5,2025,2022-08-04,2023-08-04,10086745,Active
4206,4,1,2,2022,2025-08-16,2026-08-16,1812126,Active
4207,4,12,7,2023,2022-07-23,2023-07-23,10861538,Expired
4208,3,7,1,2024,2023-11-15,2024-11-14,3592857,Renewed
4209,6,7,7,2022,2023-05-17,2024-05-16,13366993,Active
4210,4,4,7,2024,2026-04-05,2027-04-05,10803327,Renewed
4211,3,6,1,2022,2022-11-16,2023-11-16,10304819,Renewed
4212,2,3,3,2024,2023-09-10,2024-09-09,5321304,Renewed
4213,4,9,1,2024,2022-08-31,2023-08-31,4270657,Active
4214,1,10,5,2023,2023-02-18,2024-02-18,2858735,Active
4215,5,10,2,2025,2024-05-19,2025-05-19,14167830,Expired
4216,5,2,3,2023,2025-09-19,2026-09-19,573195,Expired
4217,1,6,6,2024,2025-01-23,2026-01-23,9065743,Expired
4218,2,12,6,2022,2024-10-22,2025-10-22,7158905,Renewed
4219,2,8,7,2024,2025-04-20,2026-04-20,11483483,Active
4220,4,7,1,2023,2023-05-23,2024-05-22,8753820,Expired
4221,5,2,5,2022,2024-06-16,2025-06-16,2839221,Renewed
4222,2,3,5,2023,2025-11-20,2026-11-20,16421520,Expired
4223,3,10,4,2023,2025-06-13,2026-06-13,14197736,Expired
4224,3,7,4,2024,2024-09-27,2025-09-27,12872516,Renewed
4225,2,2,4,2024,2023-01-05,2024-01-05,931056,Active
4226,1,8,7,2022,2024-12-18,2025-12-18,12756121,Active
4227,5,2,4,2024,2023-10-22,2024-10-21,3451200,Active
4228,6,8,7,2025,2023-06-22,2024-06-21,3706403,Renewed
4229,4,6,4,2025,2024-10-18,2025-10-18,13877461,Expired
4230,5,9,7,2025,2025-11-13,2026-11-13,14689262,Renewed
4231,2,10,1,2025,2022-06-24,2023-06-24,11463588,Renewed
4232,3,8,5,2024,2022-10-08,2023-10-08,4254704,Expired
4233,2,3,3,2023,2024-03-16,2025-03-16,7388189,Active
4234,3,2,4,2023,2022-05-30,2023-05-30,3182283,Expired
4235,2,9,5,2025,2022-08-12,2023-08-12,5991651,Expired
4236,2,9,1,2022,2022-10-16,2023-10-16,3494613,Expired
4237,5,1,5,2025,2023-02-21,2024-02-21,958428,Expired
4238,4,2,3,2022,2022-07-07,2023-07-07,1494188,Renewed
4239,2,9,1,2023,2024-08-24,2025-08-24,4060721,Renewed
4240,1,2,1,2024,2022-07-22,2023-07-22,3246880,Active
4241,1,11,7,2025,2025-06-05,2026-06-05,13837931,Expired
4242,6,6,6,2024,2023-09-02,2024-09-01,5396045,Expired
4243,5,11,1,2022,2025-01-07,2026-01-07,14370219,Active
4244,4,9,2,2023,2025-04-13,2026-04-13,2782710,Active
4245,3,3,7,2022,2023-05-13,2024-05-12,2272096,Renewed
4246,2,6,2,2025,2023-02-10,2024-02-10,5488544,Renewed
4247,1,6,4,2024,2024-06-24,2025-06-24,3452237,Renewed
4248,1,10,3,2025,2025-11-09,2026-11-09,13564755,Active
4249,5,1,1,2025,2023-03-31,2024-03-30,1121549,Active
4250,5,9,3,2025,2023-02-18,2024-02-18,8552241,Active
4251,6,9,2,2024,2024-10-04,2025-10-04,12753165,Active
4252,1,5,6,2023,2023-08-11,2024-08-10,5815023,Renewed
4253,5,9,6,2023,2024-08-09,2025-08-09,7073741,Renewed
4254,1,9,5,2025,2025-08-22,2026-08-22,6184136,Renewed
4255,1,1,6,2025,2022-06-16,2023-06-16,547311,Active
4256,3,10,7,2025,2023-01-15,2024-01-15,11509230,Renewed
4257,3,6,2,2025,2025-11-10,2026-11-10,13573383,Renewed
4258,1,3,2,2025,2024-11-10,2025-11-10,15194400,Active
4259,1,11,6,2024,2022-12-31,2023-12-31,2881666,Active
4260,3,3,5,2024,2024-05-23,2025-05-23,12014002,Active
4261,1,8,4,2023,2025-08-11,2026-08-11,8979642,Renewed
4262,3,10,2,2025,2023-12-13,2024-12-12,2769138,Active
4263,1,10,7,2023,2025-07-01,2026-07-01,6553377,Renewed
4264,6,7,1,2022,2025-02-16,2026-02-16,3413612,Active
4265,2,4,4,2025,2023-01-19,2024-01-19,17085748,Expired
4266,2,6,3,2025,2024-12-11,2025-12-11,14676613,Renewed
4267,3,9,4,2023,2024-10-24,2025-10-24,10135276,Expired
4268,2,7,3,2023,2025-04-26,2026-04-26,8342938,Expired
4269,1,12,3,2023,2023-06-26,2024-06-25,8174115,Expired
4270,3,4,1,2022,2022-12-16,2023-12-16,7876320,Active
4271,3,7,1,2024,2025-07-24,2026-07-24,9345395,Expired
4272,3,5,5,2022,2025-07-26,2026-07-26,5655582,Active
4273,6,5,5,2022,2023-08-05,2024-08-04,18109688,Active
4274,6,7,7,2023,2026-02-17,2027-02-17,4581272,Expired
4275,6,9,2,2024,2024-01-07,2025-01-06,12465702,Active
4276,3,8,7,2025,2022-10-28,2023-10-28,4235084,Renewed
4277,1,4,7,2025,2026-03-23,2027-03-23,10802829,Active
4278,1,11,4,2024,2024-10-18,2025-10-18,11230615,Renewed
4279,4,11,7,2022,2023-01-28,2024-01-28,11496765,Active
4280,1,10,7,2022,2023-09-24,2024-09-23,11017721,Expired
4281,4,6,1,2022,2025-05-06,2026-05-06,6716900,Expired
4282,1,8,6,2023,2022-07-11,2023-07-11,6076566,Active
4283,3,10,4,2024,2023-04-09,2024-04-08,11169476,Expired
4284,2,6,6,2025,2024-02-22,2025-02-21,14011349,Active
4285,4,5,6,2023,2023-04-12,2024-04-11,11179902,Renewed
4286,6,2,6,2022,2026-03-25,2027-03-25,1070500,Expired
4287,6,1,5,2025,2025-09-03,2026-09-03,1747446,Expired
4288,6,5,5,2022,2023-03-19,2024-03-18,16787790,Renewed
4289,3,1,2,2023,2024-08-22,2025-08-22,1684980,Renewed
4290,5,4,4,2024,2023-03-13,2024-03-12,7817070,Renewed
4291,1,6,6,2025,2024-05-31,2025-05-31,12807730,Active
4292,2,4,7,2022,2025-05-25,2026-05-25,8343925,Renewed
4293,6,10,5,2022,2023-06-16,2024-06-15,12520703,Expired
4294,5,8,5,2024,2022-09-07,2023-09-07,11425599,Renewed
4295,6,12,1,2023,2024-10-14,2025-10-14,2875216,Active
4296,3,7,7,2024,2024-04-29,2025-04-29,13725333,Expired
4297,6,11,1,2023,2024-09-02,2025-09-02,2604163,Renewed
4298,4,9,4,2025,2025-04-25,2026-04-25,3265592,Active
4299,3,8,3,2024,2023-04-25,2024-04-24,7084210,Expired
4300,1,8,3,2025,2025-10-10,2026-10-10,12880633,Renewed
4301,5,5,6,2023,2024-06-05,2025-06-05,11666070,Renewed
4302,1,10,7,2025,2023-05-22,2024-05-21,3610403,Expired
4303,4,10,3,2022,2025-08-16,2026-08-16,9486505,Renewed
4304,5,10,2,2024,2022-07-07,2023-07-07,6456707,Expired
4305,2,7,7,2022,2022-08-10,2023-08-10,11614089,Renewed
4306,4,3,5,2023,2023-03-16,2024-03-15,19349655,Renewed
4307,6,3,4,2024,2023-12-03,2024-12-02,25987078,Active
4308,1,9,6,2023,2025-01-13,2026-01-13,8177668,Active
4309,3,12,5,2024,2023-09-07,2024-09-06,8822070,Expired
4310,1,5,4,2022,2023-01-16,2024-01-16,6860466,Renewed
4311,5,4,6,2022,2023-02-09,2024-02-09,15971469,Expired
4312,5,3,5,2024,2022-05-23,2023-05-23,16998800,Renewed
4313,1,10,4,2023,2025-06-10,2026-06-10,11603255,Renewed
4314,2,5,5,2025,2022-12-18,2023-12-18,9546142,Expired
4315,6,12,1,2024,2023-08-09,2024-08-08,14340738,Expired
4316,2,8,4,2022,2026-02-28,2027-02-28,9784967,Expired
4317,4,10,4,2025,2026-04-14,2027-04-14,5350252,Renewed
4318,6,11,5,2022,2022-12-12,2023-12-12,10717062,Active
4319,2,6,7,2025,2022-06-25,2023-06-25,13878754,Expired
4320,6,1,7,2023,2024-06-13,2025-06-13,426454,Expired
4321,2,3,3,2024,2022-07-30,2023-07-30,12825216,Expired
4322,4,3,5,2025,2023-10-03,2024-10-02,13005564,Active
4323,1,11,3,2025,2025-10-02,2026-10-02,11075739,Expired
4324,4,12,3,2025,2025-05-19,2026-05-19,6171236,Active
4325,5,4,4,2025,2024-07-07,2025-07-07,15963295,Active
4326,3,4,6,2025,2025-01-13,2026-01-13,10963384,Renewed
4327,5,10,5,2024,2022-12-04,2023-12-04,10434681,Active
4328,4,2,4,2023,2025-11-06,2026-11-06,1867875,Active
4329,4,4,4,2022,2023-05-07,2024-05-06,9841131,Expired
4330,2,8,4,2025,2024-01-13,2025-01-12,14943532,Active
4331,5,2,7,2023,2022-07-01,2023-07-01,2227258,Expired
4332,2,4,5,2022,2025-04-12,2026-04-12,15450523,Active
4333,3,7,1,2025,2024-04-07,2025-04-07,7186855,Renewed
4334,1,8,5,2025,2023-03-19,2024-03-18,13717802,Renewed
4335,2,9,4,2023,2022-12-13,2023-12-13,2502588,Renewed
4336,3,12,4,2023,2022-09-25,2023-09-25,3649768,Active
4337,4,11,3,2025,2023-06-08,2024-06-07,12600019,Active
4338,4,10,6,2024,2023-09-02,2024-09-01,5783088,Expired
4339,3,11,7,2025,2025-03-05,2026-03-05,12834544,Active
4340,3,10,7,2022,2025-11-14,2026-11-14,3569018,Active
4341,5,12,1,2022,2024-11-01,2025-11-01,6894505,Renewed
4342,2,6,1,2022,2023-11-06,2024-11-05,4482802,Expired
4343,6,5,4,2025,2025-12-18,2026-12-18,13735193,Renewed
4344,1,10,5,2025,2026-03-22,2027-03-22,11491029,Expired
4345,1,2,6,2022,2025-10-31,2026-10-31,859650,Expired
4346,5,10,6,2024,2023-07-20,2024-07-19,7246451,Expired
4347,1,5,6,2023,2023-09-21,2024-09-20,11897698,Active
